scorer,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami,Dami
labeled-data/Afina00/img054.png,1038.0784552882208,611.2428224254757,1037.5265905851343,641.0435163921461,1011.5889495400693,612.3465518316486,1064.5679610363723,612.3465518316486,978.4770673548799,864.5487211421748,1082.22763153514,866.2043152514343,,
labeled-data/Afina00/img055.png,1041.4868751691147,607.5012947103623,1040.6935696584278,643.2000426912697,1014.5144878057623,610.6745167531096,1070.8391790645273,613.8477387958569,981.1956563569155,862.1523636408349,1086.705289278264,863.7389746622084,,
labeled-data/Afina00/img058.png,1045.5250215392512,605.8222463512218,1044.9041737482787,641.2105704366429,1016.9660231545251,608.9264853060834,1074.084019923977,606.443094142194,983.4402424420208,858.5072972769487,1087.7426713253676,859.7489928588933,,
labeled-data/Afina00/img062.png,1081.1592387157364,604.4475283814708,1087.2849369199964,635.7566525365776,1051.211380828243,607.8506940505041,,,994.0381975884825,852.8786222209059,1092.7300019904499,852.8786222209059,,
labeled-data/Afina00/img065.png,1087.2681395380964,600.4389211444262,1091.984283313223,631.4307230952584,1054.25513311221,601.1126559694443,,,998.3351426357085,845.004662625993,1102.0903056884945,847.6996019260654,,
labeled-data/Afina00/img066.png,1090.295180669023,595.1716024970918,1095.629872798859,627.1797552761083,1056.286518341318,599.1726215944689,,,1003.6064335591866,840.5674404695512,1101.6314014449244,845.9021325993873,,
labeled-data/Afina00/img069.png,1077.6251862603258,591.8623687993963,1078.2667289776637,622.0148765142845,1043.6234222414093,593.7869969514106,1096.229925063129,599.5608814074529,1005.7724019184647,840.780943126558,1105.8530658231998,840.780943126558,,
labeled-data/Afina00/img070.png,1074.229206329614,594.5834067010524,1075.024811276564,629.5900243668386,1041.6094035046767,594.5834067010524,1094.914934950306,600.1526413297001,995.4643165815947,842.0165452024061,1102.0753794728532,845.1989649902048,,
labeled-data/Afina00/img071.png,1074.5802325209113,601.0371194882093,1076.3875894235196,630.5572822308109,1042.6502605748321,602.2420240899482,1095.0636107504715,605.2542855942953,1000.4785995139728,848.6450151455405,1097.4734199539491,852.8621812516265,,
labeled-data/Afina00/img072.png,1077.218783895228,601.5567920836157,1077.908614774086,638.1178286630957,1044.1069017100385,604.3161155990481,1096.534048503255,607.7652699933387,999.2678945842611,850.5857393513945,1105.5018499284106,851.2755702302526,,
labeled-data/Afina00/img074.png,1076.0070355963117,607.9217466310266,1078.1869011735034,642.2546294717949,1046.0338839099268,606.8318138424308,1098.895624156824,612.8264441797078,1001.891605971796,856.4264224308732,1098.895624156824,858.061321613767,,
labeled-data/Afina00/img075.png,1074.379816530536,609.656096432289,1072.816199871791,646.4010879127978,1040.7620583675173,613.5651380791517,1093.1432164354767,615.9105630672692,998.5444085814006,862.9619951489882,1102.524916387947,863.7438034783606,,
labeled-data/Afina00/img076.png,1074.648453920535,617.1125933736796,1072.5030798872865,648.5780791946609,1043.1829680995538,617.1125933736796,1092.5265708642746,620.6882167624274,995.2696146903321,857.3944850975374,1096.817318930772,868.1213552637812,,
labeled-data/Afina00/img077.png,1070.7459397983637,618.8040586886395,1070.7459397983637,656.0549261469777,1037.965176435026,618.0590413394727,1089.3713735275328,621.03911073614,989.5390487391867,864.659783913671,1093.8414776225334,869.1298880086716,,
labeled-data/Afina00/img079.png,1070.7586326865348,616.3561938150116,1068.8202079169437,646.0787069487449,1037.8054116034828,617.6484769947391,1089.496738792584,618.9407601744666,991.9293587231555,863.8284227328339,1092.727446741903,870.2898386314715,,
labeled-data/Afina00/img081.png,1067.6993275905447,610.1617424664918,1062.7693362429723,643.4391840626072,1030.7243924837499,610.1617424664918,1083.721799470156,615.707982732511,987.5869681924893,859.1263055189106,1083.721799470156,861.5913011926968,,
labeled-data/Afina00/img083.png,1063.4205078496611,611.2048817271384,1060.7807550198977,646.1816067215077,1027.7838446478513,609.2250671048157,1080.5789012431255,615.164510971784,987.5276139939544,856.0419566877229,1079.9189630356846,862.6413387621321,,
labeled-data/Afina00/img085.png,1083.883265884534,607.8025208607972,1081.7792817040167,637.2582993880387,1049.5181909360858,602.8932244395903,,,978.6840568586717,863.7872628237287,1078.9739694633272,862.384606703384,,
labeled-data/Afina00/img086.png,1088.0066868484782,611.5801497252373,1089.7381623544122,639.8609163221571,1055.685810737713,608.6943572153475,,,973.1521449548654,861.4897810816917,1077.0406753108973,873.0329511212508,,
labeled-data/Afina00/img087.png,1098.5336411517337,615.8490531472376,1096.5400299118337,643.0950734258702,1061.984101753568,611.8618306674377,,,974.2652071979703,865.7149952146976,1077.268454592801,869.0376806145309,,
labeled-data/Afina00/img089.png,1107.0162069138146,617.4154291294982,1102.589792107808,645.8709528823954,1070.972543493478,613.6213592957786,,,980.5472124564938,865.9270032381335,1076.0313032717709,874.7798328501459,,
labeled-data/Afina00/img093.png,1109.2986101025576,611.69328198937,1106.343834504782,645.3777238040116,1075.614168287916,609.3294615111495,,,973.3789326048808,871.1225794740664,1065.5679312554792,872.8954448327318,,
labeled-data/Afina00/img094.png,1114.5516291306321,614.8275285874618,1107.1566421092732,645.6399745097908,1073.2629515947112,611.7462839952289,,,1062.7867199811194,873.0358254165792,,,,
labeled-data/Afina00/img095.png,1112.1785016841377,614.1803522512798,1106.1309843128151,641.3941804222325,1075.2886457190689,610.5518418284862,,,,,1062.588859239291,867.5713301097047,,
labeled-data/Afina00/img100.png,1171.0538828576155,644.0744033302225,1162.8862852519353,680.1479594219761,1137.0222261672818,635.9068057245424,,,1013.1469958144676,867.3220712188107,1106.3937351459817,889.7829646344309,,
labeled-data/Afina00/img106.png,1205.734397346898,668.7659798644436,1201.0987338409714,698.566673831114,1180.569366886154,654.1967517029602,,,1055.4064522261378,868.7617482629877,1108.385463722441,886.64216464299,,
labeled-data/Afina00/img110.png,1208.090132432359,668.4469330829716,1208.7730650024287,699.8618313061701,1191.6997507506903,653.4224165414419,,,1049.6497761762278,872.6437715337615,1107.0161120620685,887.6682880752912,,
labeled-data/Afina00/img111.png,1216.7584179128003,666.6093385935064,1216.7584179128003,695.1844330320724,1197.4868425937675,646.673226194507,,,1053.9468333209713,868.6286109033679,1109.1034109582033,889.2292603823339,,
labeled-data/Afina00/img114.png,1219.7530082494675,666.6100284243855,1221.0360936841435,700.611792443302,1200.5067267293261,649.2883750562582,,,1051.6688163068998,873.186783407236,1110.6907463019998,889.2253513406872,,
labeled-data/Afina00/img118.png,1217.443828125443,661.2491227211528,1214.923645981348,693.3814450583639,1189.0917790043745,649.9083030727254,,,1054.2620342952935,872.3143772891069,1109.0759959293591,888.6955612257242,,
labeled-data/Afina00/img119.png,1215.9679205886496,657.5470303379477,1219.187131356654,689.7391380179929,1188.9265501374116,646.6017137267323,,,1060.1581194172304,870.6587831798474,1116.81622893411,888.0425213270719,,
labeled-data/Afina00/img120.png,1219.6736891955802,659.4317632708014,1216.923563425199,691.058209630183,1192.17243149177,648.4312601892774,,,1060.1663945134815,872.5665104753298,1115.1689099211017,890.4423279828063,,
labeled-data/Afina00/img122.png,1209.6499693927474,648.9945071018647,1203.41389824787,680.6945354216577,1172.7532151188898,637.5617100029228,,,1057.385898938659,865.1783067909458,1119.7466103874324,881.807829843952,,
labeled-data/Afina00/img125.png,1181.3265425045608,636.2580446136944,1173.7384028371216,671.6693630617443,1147.938727967828,626.6464010349382,,,1055.8693000028986,860.866978769896,1115.0567894089247,878.0667620160916,,
labeled-data/Afina00/img130.png,1175.1717679287567,631.6270949521065,1168.4183236247359,666.6222154365786,1142.0184958908358,626.7154990946367,,,1058.52136631385,866.1557971462878,1119.9163145322218,880.2766352365134,,
labeled-data/Afina00/img132.png,1184.7040320934238,635.724805344337,1180.1971370182175,667.8364327551822,1154.8458522201818,628.4011008471267,,,1065.271312600456,870.6467111394675,1113.7204346589242,885.8574820182889,,
labeled-data/Afina00/img134.png,1203.495855904869,639.5573907354594,1199.867345482075,669.7949775920733,1170.8392620997258,633.5098733641366,,,1058.960190730254,866.9440438971963,1111.5735918607625,885.691347748297,,
labeled-data/Afina00/img136.png,1208.629350236,628.9686017168005,1209.323779987384,657.4402215235377,1178.0744411751111,619.9410149488108,,,1060.0213834398596,868.5468659442233,1115.575763550566,882.4354609719,,
labeled-data/Afina00/img138.png,1209.4988188243033,625.9395543277346,1210.8324918567623,652.6130149769151,1182.8253581751228,616.6038431005215,,,1062.7947852538114,863.33335410544,1116.8085430684014,880.6711035274072,,
labeled-data/Afina00/img141.png,1200.4376200467411,622.1946924300402,1203.472875913717,653.1543022731923,1172.5132660705647,612.4818736557179,,,1052.9241849117223,854.6952918403787,1105.7376369970993,875.3350317358133,,
labeled-data/Afina00/img142.png,1198.0796717538767,624.1203553283726,1199.9146218916394,652.8679074866532,1171.1670697333589,613.1106545017972,,,1051.2836607328704,861.4405731456663,1105.1088647739061,878.5667744314505,,
labeled-data/Afina00/img144.png,1192.672116237462,623.2848551622624,1193.3228566998514,651.9174355073999,1164.6902763547141,610.9207863768621,,,1043.6525503502694,854.9484597729198,1110.0280775139972,875.7721545693834,,
labeled-data/Afina00/img147.png,1187.1629400097045,620.3790575568858,1191.8629877309909,655.2936977721577,1159.6340890707397,613.6647036693334,,,1046.1615083711058,860.7529267312581,1106.5906933590768,872.8387637288522,,
labeled-data/Afina00/img149.png,1181.6642837028496,619.4084655103325,1186.5252919625364,652.7410935767566,1146.248366382274,616.6307465047971,,,1044.8616226802344,855.5145809808361,1105.277011050628,872.875324765432,,
labeled-data/Afina00/img154.png,1179.147789279661,612.6360508571427,1185.9541206177278,644.6258081460562,1149.8805645259743,611.955417723336,,,1053.2306595254267,856.3027127599312,1108.3619433637673,872.6379079712913,,
labeled-data/Afina00/img157.png,1176.4227388617269,616.6198241825484,1182.2725047144436,648.7935363724908,1140.5929230138363,615.888603450959,,,1039.6844620544716,861.5787692650645,1098.1821205816395,873.278300970498,,
labeled-data/Afina00/img162.png,1176.0905306819452,617.1268498785091,1181.843720211622,649.0890139322684,1146.0460964714116,614.5698767542084,,,1048.8811177479834,855.564593719553,1107.0522563258253,872.1849190275078,,
labeled-data/Afina00/img165.png,1181.143303303069,611.789513396971,1184.454491521588,648.2125838006793,1147.3691834741755,612.4517510406747,,,1046.7090616311996,858.1419168547802,1106.3104495645407,879.3335214533015,,
labeled-data/Afina00/img166.png,1140.190349210116,605.5630998843976,1141.5010278799464,645.5387993142251,1107.4233824643557,608.1844572240584,1159.8505292575724,610.150475228804,1051.719538996563,854.5920471521764,1111.3554184738468,870.3201911901414,,
labeled-data/Afina00/img167.png,1126.7926780759694,595.3754475217945,1129.4416286507844,628.4873297069839,1098.9786970404102,605.3090121773514,1149.970995605602,603.9845368899438,1051.9598243374412,850.3369403477532,1115.534638133005,866.230643796644,,
labeled-data/Afina00/img170.png,1111.5629052307308,595.7076010899648,1113.9543189441056,630.3830999338993,1084.0616475269208,601.088281945058,1137.8684560778534,599.8925750883707,1051.1797089680172,858.7631095611919,1114.5521723724491,871.3180315564096,,
labeled-data/Afina00/img171.png,1118.9495625442278,596.8317954788772,1113.2791527200143,640.3049374645155,1083.6670125268984,606.2824785192335,1139.1110196969876,601.2421142310435,1056.5750544778773,858.9307384647545,1112.6491071839905,873.4217857933006,,
labeled-data/Afina00/img173.png,1122.184047317608,599.4984517129163,1127.4267619969298,639.474151142744,1092.0384379115085,608.017863066814,1147.7422813793014,605.3965057271532,1061.237489170494,867.5322396932362,1122.8393866525234,881.9497050613708,,
labeled-data/Afina00/img176.png,1121.8469097213383,604.0501857952484,1126.0962679351042,641.586183350181,1094.2260813318594,608.2995440090143,1147.343059003934,607.5913176400534,1058.8147628838096,866.8021686797778,1122.5551360902991,881.6749224279587,,
labeled-data/Afina00/img180.png,1126.580626938104,601.4225050058647,1128.0844582540146,645.0336131672746,1095.752084961935,610.4454929013289,1155.153421940407,610.4454929013289,1062.6677960118998,866.8487322641009,1122.8210486483272,883.3908767391184,,
labeled-data/Afina00/img183.png,1160.8306122273007,606.8443457700632,1153.9552978013483,644.658575112802,1118.8911942289903,606.8443457700632,,,1071.4515246899177,868.1062939562594,1125.7665086549428,885.9821114637359,,
labeled-data/Afina00/img185.png,1162.9750233716143,604.5894035988892,1158.2105914349677,643.3004130841437,1124.2640138863599,606.9716195672125,,,1071.855262583246,871.9931460431853,1130.815107799249,885.6908878610446,,
labeled-data/Afina00/img187.png,1179.4015291969727,615.7099372533345,1178.0080708216792,642.1856463839089,1145.2617990022845,605.2589994386341,,,1072.1052342993817,871.4095491196713,1130.630486061704,885.3441328726052,,
labeled-data/Afina00/img188.png,1186.1498112665834,624.9432085950373,1181.707300406737,650.9636293455653,1152.5136576134616,615.4235424667953,,,1070.644528910581,874.3584611549766,1131.5703921313293,890.8592157772626,,
labeled-data/Afina00/img189.png,1187.60943017175,629.9606934924118,1187.60943017175,653.9392148415197,1154.1848246548116,621.9678530427091,,,1067.7168234262099,878.4653692922585,1128.0264377285118,892.2711846144722,,
labeled-data/Afina00/img190.png,1183.029283680095,634.8360732287415,1184.6089963926802,656.9520512049326,1154.5944548535635,623.778084240646,,,1069.8165392781643,879.1649727752338,1128.2659096438124,893.9089580926945,,
labeled-data/Afina00/img191.png,1184.6969182124858,636.8445158325369,1184.6969182124858,663.8169031958892,1151.27461213181,624.5310346449196,,,1065.6666000655182,876.6642208675598,1122.5431560273696,894.8412645254712,,
labeled-data/Afina00/img192.png,1186.1153743342518,633.0725205869408,1184.758706939164,659.5275347911495,1154.2336905496927,622.2191814262399,,,1061.9803076837343,877.9509854002566,1121.6736730675898,889.4826582585015,,
labeled-data/Afina00/img195.png,1192.6668763970774,639.4058578857371,1193.8027979109306,667.8038957320628,1166.540681578458,628.6146035041334,,,1066.011627602465,882.4930618502847,1127.919350107455,894.4202377457415,,
labeled-data/Afina00/img196.png,1188.0188016839224,647.4136446711484,1189.722683954702,678.6514863021066,1163.5964891360823,635.4864687756917,,,1061.9315136462365,880.8455157679452,1117.0237070681083,899.5882207465202,,
labeled-data/Afina00/img197.png,1188.9274095517148,648.6983397112083,1191.7902076989762,672.7458441482022,1164.8799051147212,636.6745874927115,,,1064.109410331128,883.4477877866242,1120.220254017447,895.4715400051211,,
labeled-data/Afina00/img199.png,1186.0730819527869,650.4921299398658,1186.781308321748,673.1553737466177,1164.1180645149961,634.9111498227239,,,1055.7594300639637,882.7903789590725,1113.8339923187655,902.6207172899803,,
labeled-data/Afina00/img201.png,1182.0164222464393,652.0197604210969,1182.0164222464393,676.0833609119308,1156.577758870415,638.2691315691918,,,1050.010385268151,880.2801993627209,1104.325369233176,900.2186111979831,,
labeled-data/Afina00/img202.png,1178.7097782888352,654.3432257929041,1180.5516267353864,680.1291040446204,1156.6075969302212,640.2223877026786,,,1047.324589101519,880.890584718697,1105.6497899089723,905.4485640060459,,
labeled-data/Afina00/img204.png,1174.466430226601,651.3319990348755,1173.298316605068,679.3667259516692,1135.3346239052432,646.6595445487432,,,1045.9739318579632,884.3706665307232,1108.4680106099827,903.0604844752523,,
labeled-data/Afina00/img205.png,1173.3700561421738,653.3692995637698,1168.3480873440867,684.128858452053,1134.449797956999,645.2086002668783,,,1047.8208361899972,886.8908486748182,1106.82896956752,904.467739468123,,
labeled-data/Afina00/img206.png,1167.2711808619201,656.2181861216407,1163.3943313227376,685.2945576655101,1127.8565438802304,649.756770223003,,,1045.1504203776685,890.7675832421878,1105.8877298248624,912.7363972975559,,
labeled-data/Afina00/img208.png,1160.576711349451,659.7850716525896,1156.93440430908,693.1728861893223,1126.581845639323,654.3216110920334,,,1040.9876301906086,892.8927222363233,1101.6927475301225,908.6760527445969,,
labeled-data/Afina00/img209.png,1163.4556112991427,659.234586611261,1160.1996095509326,692.3372710513988,1124.9262572786542,654.3505839889455,,,1044.611547489467,888.2400429020515,1099.9635772090421,907.7760533913132,,
labeled-data/Afina00/img211.png,1151.4486564625458,643.9915086529463,1142.6924031735734,684.0200951168199,1113.2964099891665,650.2459752879266,1170.8375030309846,656.5004419229068,1052.0026369663603,884.163027436187,1107.6673900176843,902.9264273411277,,
labeled-data/Afina00/img212.png,1146.7910620832624,641.8787866146301,1141.3092060326032,681.622242981909,1112.5294617666427,646.6754106589569,1170.0889502985638,654.8981947349457,1057.0256692537191,875.542900773976,1106.3623737096514,900.2112530019422,,
labeled-data/Afina00/img214.png,1145.4948813590693,641.6313672727463,1139.8474658974842,680.4573485711437,1112.316315522257,644.4550750035388,1169.4963970708059,652.9261981959164,1060.783649435293,870.3516934669423,1109.4926077914645,896.4709899767732,,
labeled-data/Afina00/img215.png,1127.4836471757776,637.9162830746561,1127.4836471757776,672.1870811363272,1104.0018040594475,642.9934383430518,1163.658378463097,646.8013047943487,,,1107.8096705107444,892.4086909029911,,
labeled-data/Afina00/img216.png,1115.669204017403,630.7753837603431,1109.0238332177364,671.3121456383087,,,1153.547817575502,636.7562174800429,,,1122.3145748170696,882.634937067703,,
labeled-data/Afina00/img220.png,1096.6937501003013,633.982867403407,1092.219047132775,673.6159508300685,,,1137.605320089113,641.6537867763093,,,1123.541967905459,886.4839634281051,,
labeled-data/Afina00/img222.png,1101.420060258005,636.765760140534,1102.1305860632287,675.1341536226221,,,1145.4726601818843,644.5815439979963,,,1124.1568860251684,890.4234726054507,,
labeled-data/Afina00/img223.png,1103.333996031397,638.3064974084634,1099.512332962523,675.8861842523904,,,1142.1875705649486,648.4975989254606,,,1121.168423686142,889.8993161093315,,
labeled-data/Afina00/img225.png,1109.8351634344288,639.8167671459099,1102.1642440615265,680.7283371347218,1084.2654321914213,640.4560104269851,1143.0758140503385,648.7661730809625,,,1117.506082807331,891.6786198895328,,
labeled-data/Afina00/img227.png,1115.8415438910092,640.7810357427405,1107.908488784141,685.2061443412031,1089.6624620383436,639.9877302320538,1149.1603753398558,652.680618403043,,,1116.6348494016959,894.6387991625262,,
labeled-data/Afina00/img228.png,1111.6561042567596,643.4392990344202,1103.6448683169542,685.3442254887877,1087.622396437343,644.0555479528668,1145.5497947713216,651.4505349742258,,,1114.121099930546,891.7876131683925,,
labeled-data/Afina00/img230.png,1109.8353014006043,641.2180436044973,1102.4679076143998,680.5108104642554,1084.049423148888,641.2180436044973,1144.2164724028928,648.585437390702,,,1102.4679076143998,891.0954828532716,,
labeled-data/Afina00/img232.png,1106.0559249646046,634.6794816192407,1098.113672112685,679.4449067846065,1076.45298251654,633.9574586327026,1138.5469593588218,642.6217344711604,,,1108.221993924219,885.2214579479815,,
labeled-data/Afina00/img233.png,1108.5880095656553,632.4389109247095,1097.9554162861887,673.0929440520811,1082.9446963622363,628.6862309437214,1141.7366827310502,640.5697175501839,,,1109.213456229153,879.4903430064285,,
labeled-data/Afina00/img235.png,1105.5769581396414,622.4801674420744,1099.9272432417933,668.3056327246188,1074.8173992513582,622.4801674420744,1133.1977865291203,632.5241050382485,,,1104.9492120398804,881.739306643319,,
labeled-data/Afina00/img236.png,1107.1653311040513,622.5355838560092,1097.5421903439808,660.3866041789539,1074.4466525198113,621.8940411386712,1132.8270397975734,631.5171818987419,1051.7119163653515,899.2566420374158,1103.3160748000232,882.3603843779175,,
labeled-data/Afina00/img239.png,1104.7686516816348,616.828612995216,1097.0287492208467,657.6390077884619,1072.4017868456122,614.7177305059101,1130.0992415533046,629.4939079310509,1034.2806948592993,897.6719855368656,1099.1396317101526,883.5034341441853,,
labeled-data/Afina00/img240.png,1104.588775405677,619.4143290728025,1095.501403294853,660.6570178834663,1070.336372834109,620.113357696712,1133.9479776098783,627.8026725597172,1037.4500078603996,894.5026725357651,1099.6955750383104,884.3461775345237,,
labeled-data/Afina00/img242.png,1105.5359390710073,611.696386228325,1100.6611341937435,648.866773417463,1078.1151616363975,612.915087447641,1137.2221707732235,622.664697202169,1029.5267253576485,886.579390033014,1104.9265884613494,875.5452002102389,,
labeled-data/Afina00/img247.png,1125.2383482654311,592.8651529536298,1114.4103029036216,640.6359413145542,1091.4803244903778,596.6868160225038,1148.8052705234873,610.6995806083748,1010.5108473510458,884.9947335324637,1101.671426007375,871.846556981428,,
labeled-data/Afina00/img248.png,1122.4708962428092,591.8236232983674,1117.154599603076,635.0185334961996,1090.57311640441,594.481771618234,1150.3814536014086,607.7725132175669,1008.9261908504956,888.1640465335641,1097.2184872040766,875.5809564441265,,
labeled-data/Afina00/img250.png,1130.0776872126357,595.6939194442008,1118.77825741694,634.6141776293755,1092.412921226983,595.6939194442008,1152.0488007042668,606.9933492398967,1013.6801603521461,884.9947335324637,1094.9239056260265,876.2964260373154,,
labeled-data/Afina00/img251.png,1122.7263779830896,597.7823824299437,1116.7708380622812,638.620370458344,1092.0978869617893,596.080799595427,1147.3993290835815,607.1410880197855,1034.2806948592993,892.9180160352148,1091.247095544531,877.6927587079373,,
labeled-data/Afina00/img252.png,1117.8444649734781,598.6129388080886,1109.5067090843463,636.1328403091813,1083.3023334327895,596.2307228397653,1139.2844086883883,609.9284646576245,1018.4341298537969,907.1799245401669,1083.3023334327895,882.6921930306482,,
labeled-data/Afina00/img253.png,1115.7042158088002,597.5185221187804,1109.7992634857746,638.8531883799585,1081.0126209110256,596.7804030784023,1140.8002631816585,614.4952600474785,999.0814074290477,910.4809952391291,1083.2269780321603,890.5517811489183,,
labeled-data/Afina00/img254.png,1117.2014534912275,605.6417406045871,1106.7068263875326,646.1210165759812,1081.2198748499882,604.1425081612022,1138.190707698617,617.6356001516668,995.7636255770452,917.4820888286599,1075.972561298141,888.9966724043456,,
