112000, 0.00435, 0.02
113000, 0.00430, 0.02
114000, 0.00433, 0.02
115000, 0.00422, 0.02
116000, 0.00425, 0.02
117000, 0.00414, 0.02
118000, 0.00432, 0.02
119000, 0.00427, 0.02
120000, 0.00429, 0.02
121000, 0.00421, 0.02
122000, 0.00420, 0.02
123000, 0.00432, 0.02
124000, 0.00420, 0.02
125000, 0.00416, 0.02
126000, 0.00424, 0.02
127000, 0.00439, 0.02
128000, 0.00407, 0.02
129000, 0.00417, 0.02
130000, 0.00398, 0.02
131000, 0.00416, 0.02
132000, 0.00422, 0.02
133000, 0.00413, 0.02
134000, 0.00414, 0.02
135000, 0.00434, 0.02
136000, 0.00418, 0.02
137000, 0.00407, 0.02
138000, 0.00413, 0.02
139000, 0.00402, 0.02
140000, 0.00426, 0.02
141000, 0.00395, 0.02
142000, 0.00423, 0.02
143000, 0.00413, 0.02
144000, 0.00407, 0.02
145000, 0.00422, 0.02
146000, 0.00413, 0.02
147000, 0.00408, 0.02
148000, 0.00384, 0.02
149000, 0.00413, 0.02
150000, 0.00387, 0.02
151000, 0.00421, 0.02
152000, 0.00413, 0.02
153000, 0.00413, 0.02
154000, 0.00403, 0.02
155000, 0.00415, 0.02
156000, 0.00406, 0.02
157000, 0.00394, 0.02
158000, 0.00410, 0.02
159000, 0.00407, 0.02
160000, 0.00421, 0.02
161000, 0.00391, 0.02
162000, 0.00396, 0.02
163000, 0.00408, 0.02
164000, 0.00420, 0.02
165000, 0.00402, 0.02
166000, 0.00393, 0.02
167000, 0.00396, 0.02
168000, 0.00390, 0.02
169000, 0.00394, 0.02
170000, 0.00419, 0.02
171000, 0.00399, 0.02
172000, 0.00394, 0.02
173000, 0.00397, 0.02
174000, 0.00397, 0.02
175000, 0.00386, 0.02
176000, 0.00380, 0.02
177000, 0.00397, 0.02
178000, 0.00379, 0.02
179000, 0.00399, 0.02
180000, 0.00408, 0.02
181000, 0.00394, 0.02
182000, 0.00412, 0.02
183000, 0.00406, 0.02
184000, 0.00398, 0.02
185000, 0.00390, 0.02
186000, 0.00405, 0.02
187000, 0.00401, 0.02
188000, 0.00395, 0.02
189000, 0.00397, 0.02
190000, 0.00377, 0.02
191000, 0.00391, 0.02
192000, 0.00405, 0.02
193000, 0.00392, 0.02
194000, 0.00400, 0.02
195000, 0.00389, 0.02
196000, 0.00398, 0.02
197000, 0.00404, 0.02
198000, 0.00390, 0.02
199000, 0.00397, 0.02
200000, 0.00400, 0.02
201000, 0.00395, 0.02
202000, 0.00393, 0.02
203000, 0.00398, 0.02
204000, 0.00392, 0.02
205000, 0.00386, 0.02
206000, 0.00397, 0.02
207000, 0.00399, 0.02
208000, 0.00395, 0.02
209000, 0.00396, 0.02
210000, 0.00384, 0.02
211000, 0.00397, 0.02
212000, 0.00393, 0.02
213000, 0.00391, 0.02
214000, 0.00389, 0.02
215000, 0.00397, 0.02
216000, 0.00386, 0.02
217000, 0.00400, 0.02
218000, 0.00387, 0.02
219000, 0.00399, 0.02
220000, 0.00382, 0.02
221000, 0.00394, 0.02
222000, 0.00388, 0.02
223000, 0.00390, 0.02
224000, 0.00381, 0.02
225000, 0.00379, 0.02
226000, 0.00393, 0.02
227000, 0.00377, 0.02
228000, 0.00378, 0.02
229000, 0.00386, 0.02
230000, 0.00387, 0.02
231000, 0.00381, 0.02
232000, 0.00398, 0.02
233000, 0.00377, 0.02
234000, 0.00380, 0.02
235000, 0.00398, 0.02
236000, 0.00359, 0.02
237000, 0.00396, 0.02
238000, 0.00381, 0.02
239000, 0.00378, 0.02
240000, 0.00382, 0.02
241000, 0.00376, 0.02
242000, 0.00380, 0.02
243000, 0.00377, 0.02
244000, 0.00367, 0.02
245000, 0.00368, 0.02
246000, 0.00376, 0.02
247000, 0.00393, 0.02
248000, 0.00381, 0.02
249000, 0.00395, 0.02
250000, 0.00382, 0.02
